lmt,job,ncloseCreditCard,basicLevel,unpayNormalLoan,lmt_amt_bucket,lmt_business_bin,lmt_capacity_level,job_group,job_stability_level,job_risk_level,basic_level_clean,credit_history_level,multi_head_cnt_proxy,multi_head_level,credit_burden_level,debt_pressure_level,income_proxy_amt,income_proxy_level,expense_proxy_amt,expense_proxy_level,disposable_income_proxy_amt,cashflow_pressure_level,affordability_level,qualification_score,value_score,risk_score,strategy_segment,limit_recommend_amt,price_group,target
20.296,4,1,1,1,30000,10,5,2,4,2,1,3,3,4,4,4,12500,6,7500,6,3500,2,5,3,4,2,1,25000,2,0
0.9,16,0,3,0,1000,2,1,0,1,5,3,1,1,2,1,1,1500,1,1000,1,500,4,4,2,2,3,3,500,4,0
1.133,1,0,2,0,2000,3,2,1,5,1,2,1,0,1,1,1,4500,3,2000,2,2500,3,5,3,3,1,2,2000,3,0
3.4,16,1,3,0,5000,5,3,0,1,5,3,3,2,3,2,1,3500,2,2000,2,1000,3,5,3,3,2,2,4000,3,0
1.363,4,1,1,0,2000,3,2,2,4,2,1,3,1,2,1,1,3500,2,2000,2,1000,3,5,4,3,1,2,2000,3,0
6.296,2,1,1,1,8000,6,4,1,5,1,1,3,2,3,3,4,7000,4,4500,4,1500,3,5,3,3,2,2,6500,3,0
5.233,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
0.896,4,1,-999,0,1000,2,1,2,4,2,0,3,1,2,2,2,2000,1,1000,1,500,4,4,2,2,1,3,1000,4,0
10.296,4,1,1,0,15000,8,5,2,4,2,1,3,2,3,2,2,9000,5,4500,4,4000,2,5,4,5,1,1,15500,1,0
2.3,16,0,2,0,3000,4,2,0,1,5,2,1,1,2,1,1,3000,2,1500,1,1500,3,5,3,3,2,2,2500,3,0
6.467,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
6.267,16,0,3,0,8000,6,4,0,1,5,3,1,1,2,1,1,5000,3,2500,2,2500,3,5,3,3,3,2,6000,3,0
1.833,16,1,2,0,2000,3,2,0,1,5,2,3,2,3,1,1,2500,1,1500,1,500,4,4,3,3,1,2,2000,3,0
6,16,0,2,0,8000,6,4,0,1,5,2,1,1,2,1,1,5500,4,2500,2,3000,2,5,3,4,2,1,6500,2,0
3.9,16,1,3,0,5000,5,3,0,1,5,3,3,2,3,2,1,3500,2,2000,2,1000,3,5,3,3,2,2,4000,3,0
10.296,1,1,1,1,15000,8,5,1,5,1,1,3,3,4,4,4,10000,5,6000,5,2500,3,5,4,4,2,1,14000,2,0
5.5,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
2.933,16,0,2,0,3000,4,2,0,1,5,2,1,1,2,1,1,3000,2,1500,1,1500,3,5,3,3,2,2,2500,3,0
3.333,16,1,2,0,5000,5,3,0,1,5,2,3,2,3,1,1,4000,3,2000,2,1500,3,5,3,4,1,1,4500,2,0
6.467,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
2.5,16,0,3,0,3000,4,2,0,1,5,3,1,1,2,1,1,2500,1,1500,1,1000,3,5,2,2,3,3,2000,4,0
7.267,16,1,1,1,8000,6,4,0,1,5,1,3,3,4,3,4,5500,4,3500,3,1000,3,5,3,3,3,2,6000,3,0
3.733,16,0,2,0,5000,5,3,0,1,5,2,1,1,2,1,1,4000,3,2000,2,2000,3,5,3,3,2,2,4000,3,0
6.9,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
1.167,16,1,2,0,2000,3,2,0,1,5,2,3,2,3,1,1,2500,1,1500,1,500,4,4,3,3,1,2,2000,3,0
4.133,16,1,3,0,5000,5,3,0,1,5,3,3,2,3,2,1,3500,2,2000,2,1000,3,5,3,3,2,2,4000,3,0
8.4,16,1,1,0,10000,7,5,0,1,5,1,3,2,3,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,10000,2,0
4.167,16,1,3,0,5000,5,3,0,1,5,3,3,2,3,2,1,3500,2,2000,2,1000,3,5,3,3,2,2,4000,3,0
6.767,16,1,3,1,8000,6,4,0,1,5,3,3,3,4,4,4,5000,3,3500,3,500,4,4,2,3,4,6,4500,4,0
1.3,16,0,2,0,2000,3,2,0,1,5,2,1,1,2,1,1,2500,1,1000,1,1500,3,5,3,2,2,3,1500,4,0
1.996,16,1,1,0,2000,3,2,0,1,5,1,3,2,3,1,1,2500,1,1500,1,500,4,4,3,3,1,2,2000,3,0
2.363,4,1,3,0,3000,4,2,2,4,2,3,3,1,2,2,1,3500,2,2000,2,1000,3,5,3,3,1,2,3000,3,0
2.8,16,1,3,0,3000,4,2,0,1,5,3,3,2,3,2,1,2500,1,1500,1,500,4,4,3,3,2,2,2500,3,0
2.1,16,0,3,0,3000,4,2,0,1,5,3,1,1,2,1,1,2500,1,1500,1,1000,3,5,2,2,3,3,2000,4,0
5.233,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
7.667,16,1,1,0,8000,6,4,0,1,5,1,3,2,3,1,2,5500,4,3000,3,2000,3,5,4,4,1,1,8000,2,0
3.963,3,1,1,0,5000,5,3,2,4,2,1,3,1,2,1,1,5500,4,3000,3,2000,3,5,4,4,1,1,5000,2,0
0.596,4,1,1,0,1000,2,1,2,4,2,1,3,1,2,1,1,3000,2,1500,1,1000,3,5,3,3,1,2,1000,3,0
9,2,1,2,0,10000,7,5,1,5,1,2,3,1,2,1,2,8000,5,4000,4,3500,2,5,4,5,1,1,10000,1,0
7.367,16,1,1,0,8000,6,4,0,1,5,1,3,2,3,1,2,5500,4,3000,3,2000,3,5,4,4,1,1,8000,2,0
3.333,16,1,3,0,5000,5,3,0,1,5,3,3,2,3,2,1,3500,2,2000,2,1000,3,5,3,3,2,2,4000,3,0
1.73,16,1,1,0,2000,3,2,0,1,5,1,3,2,3,1,1,2500,1,1500,1,500,4,4,3,3,1,2,2000,3,0
3.533,16,0,2,0,5000,5,3,0,1,5,2,1,1,2,1,1,4000,3,2000,2,2000,3,5,3,3,2,2,4000,3,0
5.133,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
5.733,4,0,3,1,8000,6,4,2,4,2,3,1,1,2,3,3,6000,4,3500,3,1500,3,5,2,4,4,4,4500,3,0
7.667,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
3.267,16,0,2,0,5000,5,3,0,1,5,2,1,1,2,1,1,4000,3,2000,2,2000,3,5,3,3,2,2,4000,3,0
2.3,16,1,3,0,3000,4,2,0,1,5,3,3,2,3,2,1,2500,1,1500,1,500,4,4,3,3,2,2,2500,3,0
28.6,1,1,1,1,30000,10,5,1,5,1,1,3,3,4,4,4,13500,6,8000,6,4000,2,5,4,4,2,1,28000,2,0
7.667,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
3.7,16,1,2,0,5000,5,3,0,1,5,2,3,2,3,1,1,4000,3,2000,2,1500,3,5,3,4,1,1,4500,2,0
0.867,16,1,2,0,1000,2,1,0,1,5,2,3,2,3,1,1,2000,1,1000,1,500,4,4,3,2,1,3,1000,4,0
6.667,16,1,3,1,8000,6,4,0,1,5,3,3,3,4,4,4,5000,3,3500,3,500,4,4,2,3,4,6,4500,4,0
4.267,16,1,2,0,5000,5,3,0,1,5,2,3,2,3,1,1,4000,3,2000,2,1500,3,5,3,4,1,1,4500,2,0
8.333,16,0,3,0,10000,7,5,0,1,5,3,1,1,2,1,1,6000,4,3000,3,3000,2,5,3,4,3,2,7500,2,0
8.267,16,1,-999,0,10000,7,5,0,1,5,0,3,2,3,2,3,5500,4,3000,3,2000,3,5,3,4,2,1,8500,2,0
1.633,16,0,2,1,2000,3,2,0,1,5,2,1,2,3,2,2,2500,1,1500,1,0,4,4,1,2,4,5,1000,5,0
6.967,16,1,1,0,8000,6,4,0,1,5,1,3,2,3,1,2,5500,4,3000,3,2000,3,5,4,4,1,1,8000,2,0
15.963,6,1,1,0,20000,9,5,3,3,3,1,3,2,3,2,2,11000,6,5500,5,5000,1,5,4,5,1,1,20500,1,0
5.7,16,1,3,1,8000,6,4,0,1,5,3,3,3,4,4,4,5000,3,3500,3,500,4,4,2,3,4,6,4500,4,0
3.1,16,1,-999,1,5000,5,3,0,1,5,0,3,3,4,4,4,3000,2,2000,2,0,4,4,1,2,4,5,2500,5,0
5.033,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
3.2,16,0,2,0,5000,5,3,0,1,5,2,1,1,2,1,1,4000,3,2000,2,2000,3,5,3,3,2,2,4000,3,0
3.6,16,0,3,0,5000,5,3,0,1,5,3,1,1,2,1,1,3500,2,2000,2,1500,3,5,3,3,3,2,4000,3,0
8.963,16,1,1,1,10000,7,5,0,1,5,1,3,3,4,3,4,6500,4,4000,4,1500,3,5,3,3,3,2,7500,3,0
7.667,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
2.1,16,1,3,0,3000,4,2,0,1,5,3,3,2,3,2,1,2500,1,1500,1,500,4,4,3,3,2,2,2500,3,0
3.167,16,0,2,0,5000,5,3,0,1,5,2,1,1,2,1,1,4000,3,2000,2,2000,3,5,3,3,2,2,4000,3,0
6.3,16,0,2,0,8000,6,4,0,1,5,2,1,1,2,1,1,5500,4,2500,2,3000,2,5,3,4,2,1,6500,2,0
5.033,16,1,-999,0,8000,6,4,0,1,5,0,3,2,3,2,3,4500,3,2500,2,1500,3,5,3,4,2,1,6500,2,0
1.6,16,1,2,0,2000,3,2,0,1,5,2,3,2,3,1,1,2500,1,1500,1,500,4,4,3,3,1,2,2000,3,0
6.296,2,1,1,1,8000,6,4,1,5,1,1,3,2,3,3,4,7000,4,4500,4,1500,3,5,3,3,2,2,6500,3,0
6.3,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
6.133,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,1
5.5,16,0,2,0,8000,6,4,0,1,5,2,1,1,2,1,1,5500,4,2500,2,3000,2,5,3,4,2,1,6500,2,0
28.3,4,1,1,0,30000,10,5,2,4,2,1,3,2,3,2,2,12500,6,6500,5,5500,1,5,4,5,1,1,30500,1,0
3.963,4,1,1,0,5000,5,3,2,4,2,1,3,1,2,1,1,5000,3,2500,2,2000,3,5,4,4,1,1,5000,2,0
1.03,6,1,3,0,2000,3,2,3,3,3,3,3,1,2,2,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
2.233,4,0,3,0,3000,4,2,2,4,2,3,1,0,1,1,1,3500,2,1500,1,2000,3,5,3,3,2,2,2500,3,0
7.733,1,1,1,0,8000,6,4,1,5,1,1,3,1,2,1,2,7500,5,4000,4,3000,2,5,4,4,1,1,8000,2,0
7.567,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
1.333,16,1,3,0,2000,3,2,0,1,5,3,3,2,3,2,1,2000,1,1000,1,500,4,4,3,3,2,2,1500,3,0
3.333,16,0,3,0,5000,5,3,0,1,5,3,1,1,2,1,1,3500,2,2000,2,1500,3,5,3,3,3,2,4000,3,0
8,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
8.667,16,0,2,0,10000,7,5,0,1,5,2,1,1,2,1,1,6500,4,3000,3,3500,2,5,3,4,2,1,8500,2,0
5.963,4,1,3,0,8000,6,4,2,4,2,3,3,1,2,2,2,6000,4,3500,3,2000,3,5,4,4,1,1,8000,2,0
5.133,16,0,2,0,8000,6,4,0,1,5,2,1,1,2,1,1,5500,4,2500,2,3000,2,5,3,4,2,1,6500,2,0
7.367,16,0,2,0,8000,6,4,0,1,5,2,1,1,2,1,1,5500,4,2500,2,3000,2,5,3,4,2,1,6500,2,0
20,16,1,1,0,20000,9,5,0,1,5,1,3,3,4,2,2,9500,5,5000,4,4000,2,5,4,5,1,1,20500,1,0
6.296,7,1,3,0,8000,6,4,4,2,4,3,3,1,2,2,2,6000,4,3500,3,2000,3,5,4,4,1,1,8000,2,0
9.233,16,1,3,0,10000,7,5,0,1,5,3,3,2,3,2,2,6000,4,3500,3,2000,3,5,3,4,2,1,8500,2,0
3.433,3,1,3,1,5000,5,3,2,4,2,3,3,2,3,4,3,5000,3,3000,3,1000,3,5,3,4,3,2,4000,2,0
1.596,4,1,1,0,2000,3,2,2,4,2,1,3,1,2,1,1,3500,2,2000,2,1000,3,5,4,3,1,2,2000,3,0
66.667,4,1,3,0,80000,12,5,2,4,2,3,3,2,3,3,2,18000,7,10000,6,7500,1,5,4,5,2,1,50000,1,0
7.167,16,0,1,0,8000,6,4,0,1,5,1,1,1,2,1,1,5500,4,2500,2,3000,2,5,3,4,2,1,6500,2,0
3.367,7,1,3,0,5000,5,3,4,2,4,3,3,1,2,2,1,4500,3,2500,2,1500,3,5,3,4,1,1,4500,2,0
0.53,4,0,1,0,1000,2,1,2,4,2,1,1,0,1,1,1,3000,2,1500,1,1500,3,5,3,2,1,3,1000,4,0
3.333,16,0,2,0,5000,5,3,0,1,5,2,1,1,2,1,1,4000,3,2000,2,2000,3,5,3,3,2,2,4000,3,0
6.963,3,1,1,0,8000,6,4,2,4,2,1,3,1,2,1,2,7000,4,3500,3,3000,2,5,4,4,1,1,8000,2,0
2.563,7,1,1,0,3000,4,2,4,2,4,1,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,3000,3,0
5.9,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
6.667,16,0,3,0,8000,6,4,0,1,5,3,1,1,2,1,1,5000,3,2500,2,2500,3,5,3,3,3,2,6000,3,0
4.8,3,1,2,0,5000,5,3,2,4,2,2,3,1,2,1,1,5500,4,3000,3,2000,3,5,4,4,1,1,5000,2,0
8,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
1.5,3,1,2,0,2000,3,2,2,4,2,2,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,2000,3,0
3.767,16,0,2,0,5000,5,3,0,1,5,2,1,1,2,1,1,4000,3,2000,2,2000,3,5,3,3,2,2,4000,3,0
5.533,16,1,1,0,8000,6,4,0,1,5,1,3,2,3,1,2,5500,4,3000,3,2000,3,5,4,4,1,1,8000,2,0
0.667,16,1,2,0,1000,2,1,0,1,5,2,3,2,3,1,1,2000,1,1000,1,500,4,4,3,2,1,3,1000,4,0
2.296,4,1,1,1,3000,4,2,2,4,2,1,3,2,3,3,3,4000,3,2500,2,500,4,4,2,3,2,2,2000,3,0
1.03,7,0,1,0,2000,3,2,4,2,4,1,1,0,1,1,1,3500,2,1500,1,2000,3,5,3,3,1,2,2000,3,0
8.067,16,1,3,1,10000,7,5,0,1,5,3,3,3,4,4,4,6000,4,4000,4,1000,3,5,2,3,4,6,6000,4,0
4.733,16,1,3,0,5000,5,3,0,1,5,3,3,2,3,2,1,3500,2,2000,2,1000,3,5,3,3,2,2,4000,3,0
0.9,16,1,3,0,1000,2,1,0,1,5,3,3,2,3,2,1,1500,1,1000,1,0,4,4,2,2,2,3,500,4,0
2.1,16,1,3,0,3000,4,2,0,1,5,3,3,2,3,2,1,2500,1,1500,1,500,4,4,3,3,2,2,2500,3,0
3.967,16,0,2,0,5000,5,3,0,1,5,2,1,1,2,1,1,4000,3,2000,2,2000,3,5,3,3,2,2,4000,3,0
1.096,4,1,3,0,2000,3,2,2,4,2,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,2000,3,0
12.963,4,1,1,1,15000,8,5,2,4,2,1,3,3,4,4,4,9000,5,5500,5,2000,3,5,3,4,2,1,12500,2,0
10.963,4,1,1,0,15000,8,5,2,4,2,1,3,2,3,2,2,9000,5,4500,4,4000,2,5,4,5,1,1,15500,1,0
1.7,16,1,3,0,2000,3,2,0,1,5,3,3,2,3,2,1,2000,1,1000,1,500,4,4,3,3,2,2,1500,3,0
0.763,6,1,1,0,1000,2,1,3,3,3,1,3,1,2,1,1,3500,2,2000,2,1000,3,5,4,3,1,2,1000,3,0
4.433,16,0,2,0,5000,5,3,0,1,5,2,1,1,2,1,1,4000,3,2000,2,2000,3,5,3,3,2,2,4000,3,0
1.196,2,1,1,0,2000,3,2,1,5,1,1,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,2000,3,0
6.467,1,1,2,0,8000,6,4,1,5,1,2,3,1,2,1,2,7500,5,4000,4,3000,2,5,4,4,1,1,8000,2,0
8.467,16,0,2,0,10000,7,5,0,1,5,2,1,1,2,1,1,6500,4,3000,3,3500,2,5,3,4,2,1,8500,2,0
6.5,16,0,3,1,8000,6,4,0,1,5,3,1,2,3,3,3,5000,3,3000,3,1000,3,5,2,3,5,6,4000,4,0
3.333,16,1,2,0,5000,5,3,0,1,5,2,3,2,3,1,1,4000,3,2000,2,1500,3,5,3,4,1,1,4500,2,0
6.963,1,1,1,1,8000,6,4,1,5,1,1,3,2,3,3,4,7500,5,4500,4,2000,3,5,3,3,2,2,6500,3,0
4.433,4,1,1,1,5000,5,3,2,4,2,1,3,2,3,3,3,5000,3,3000,3,1000,3,5,3,4,2,1,4000,2,0
7.667,16,0,3,0,8000,6,4,0,1,5,3,1,1,2,1,1,5000,3,2500,2,2500,3,5,3,3,3,2,6000,3,0
8.2,16,0,-999,0,10000,7,5,0,1,5,0,1,1,2,1,2,5500,4,3000,3,2500,3,5,2,4,3,2,6500,2,0
46.296,1,1,1,0,50000,11,5,1,5,1,1,3,2,3,2,2,16500,7,8500,6,7500,1,5,5,5,1,1,50000,1,0
3.567,16,1,2,0,5000,5,3,0,1,5,2,3,2,3,1,1,4000,3,2000,2,1500,3,5,3,4,1,1,4500,2,0
1,7,1,2,0,1000,2,1,4,2,4,2,3,1,2,1,1,3000,2,1500,1,1000,3,5,3,3,1,2,1000,3,0
3.933,4,1,3,0,5000,5,3,2,4,2,3,3,1,2,2,1,4500,3,2500,2,1500,3,5,3,4,1,1,4500,2,0
6.3,16,0,5,0,8000,6,4,0,1,5,5,1,1,2,1,2,4500,3,2500,2,2000,3,5,2,3,3,2,5500,3,0
7.633,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
2.133,16,1,1,1,3000,4,2,0,1,5,1,3,3,4,3,3,3000,2,2000,2,0,4,4,2,3,3,2,2000,3,0
2.3,16,0,3,0,3000,4,2,0,1,5,3,1,1,2,1,1,2500,1,1500,1,1000,3,5,2,2,3,3,2000,4,0
5.63,4,1,3,0,8000,6,4,2,4,2,3,3,1,2,2,2,6000,4,3500,3,2000,3,5,4,4,1,1,8000,2,0
2.13,7,1,1,0,3000,4,2,4,2,4,1,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,3000,3,0
1.9,16,0,3,0,2000,3,2,0,1,5,3,1,1,2,1,1,2000,1,1000,1,1000,3,5,2,2,3,3,1500,4,0
7.667,4,1,2,0,8000,6,4,2,4,2,2,3,1,2,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,8000,2,0
8.9,16,1,1,1,10000,7,5,0,1,5,1,3,3,4,3,4,6500,4,4000,4,1500,3,5,3,3,3,2,7500,3,0
3.333,16,0,2,0,5000,5,3,0,1,5,2,1,1,2,1,1,4000,3,2000,2,2000,3,5,3,3,2,2,4000,3,0
8.8,4,1,3,0,10000,7,5,2,4,2,3,3,1,2,2,2,7000,4,4000,4,2500,3,5,4,4,1,1,10000,2,0
1.196,4,0,3,0,2000,3,2,2,4,2,3,1,0,1,1,1,3000,2,1500,1,1500,3,5,3,3,2,2,1500,3,0
1.133,16,1,3,0,2000,3,2,0,1,5,3,3,2,3,2,1,2000,1,1000,1,500,4,4,3,3,2,2,1500,3,0
3.5,16,0,3,0,5000,5,3,0,1,5,3,1,1,2,1,1,3500,2,2000,2,1500,3,5,3,3,3,2,4000,3,0
4.467,16,0,1,0,5000,5,3,0,1,5,1,1,1,2,1,1,4000,3,2000,2,2000,3,5,3,3,2,2,4000,3,0
4.367,2,1,3,1,5000,5,3,1,5,1,3,3,2,3,4,3,5000,3,3000,3,1000,3,5,3,4,3,2,4000,2,0
5.167,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
6.667,16,1,1,0,8000,6,4,0,1,5,1,3,2,3,1,2,5500,4,3000,3,2000,3,5,4,4,1,1,8000,2,0
4.067,16,1,1,0,5000,5,3,0,1,5,1,3,2,3,1,1,4000,3,2000,2,1500,3,5,3,4,1,1,4500,2,0
1.667,16,1,2,0,2000,3,2,0,1,5,2,3,2,3,1,1,2500,1,1500,1,500,4,4,3,3,1,2,2000,3,0
7.667,16,1,1,1,8000,6,4,0,1,5,1,3,3,4,3,4,5500,4,3500,3,1000,3,5,3,3,3,2,6000,3,0
2.833,16,1,1,0,3000,4,2,0,1,5,1,3,2,3,1,1,3000,2,1500,1,1000,3,5,3,3,1,2,3000,3,0
1.663,7,1,3,0,2000,3,2,4,2,4,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,2000,3,0
5.433,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
8.8,16,1,1,0,10000,7,5,0,1,5,1,3,2,3,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,10000,2,0
12.63,2,1,1,1,15000,8,5,1,5,1,1,3,3,4,4,4,9500,5,6000,5,2000,3,5,3,4,2,1,12500,2,0
4.733,4,1,3,0,5000,5,3,2,4,2,3,3,1,2,2,1,4500,3,2500,2,1500,3,5,3,4,1,1,4500,2,0
8.733,16,1,1,1,10000,7,5,0,1,5,1,3,3,4,3,4,6500,4,4000,4,1500,3,5,3,3,3,2,7500,3,0
8.667,16,1,2,0,10000,7,5,0,1,5,2,3,2,3,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,10000,2,0
3.433,16,1,2,0,5000,5,3,0,1,5,2,3,2,3,1,1,4000,3,2000,2,1500,3,5,3,4,1,1,4500,2,0
3.667,16,0,3,0,5000,5,3,0,1,5,3,1,1,2,1,1,3500,2,2000,2,1500,3,5,3,3,3,2,4000,3,0
7,16,0,1,1,8000,6,4,0,1,5,1,1,2,3,2,3,5500,4,3000,3,1500,3,5,2,4,4,4,4500,3,0
2,16,1,2,0,2000,3,2,0,1,5,2,3,2,3,1,1,2500,1,1500,1,500,4,4,3,3,1,2,2000,3,0
5.033,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
7,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,1
9.963,16,1,1,0,10000,7,5,0,1,5,1,3,2,3,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,10000,2,0
11.8,16,1,3,0,15000,8,5,0,1,5,3,3,3,4,3,2,7500,5,4500,4,2500,3,5,3,5,2,1,12500,1,0
0.633,16,0,2,0,1000,2,1,0,1,5,2,1,1,2,1,1,2000,1,1000,1,1000,3,5,2,2,2,3,500,4,0
6.667,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
7.667,16,0,3,0,8000,6,4,0,1,5,3,1,1,2,1,1,5000,3,2500,2,2500,3,5,3,3,3,2,6000,3,0
5.967,16,0,2,0,8000,6,4,0,1,5,2,1,1,2,1,1,5500,4,2500,2,3000,2,5,3,4,2,1,6500,2,0
5.067,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
1.296,1,1,1,1,2000,3,2,1,5,1,1,3,2,3,3,3,4500,3,2500,2,1000,3,5,3,3,2,2,1500,3,0
6.5,16,0,2,0,8000,6,4,0,1,5,2,1,1,2,1,1,5500,4,2500,2,3000,2,5,3,4,2,1,6500,2,0
6.233,16,1,3,1,8000,6,4,0,1,5,3,3,3,4,4,4,5000,3,3500,3,500,4,4,2,3,4,6,4500,4,0
6.667,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
2.13,6,1,1,0,3000,4,2,3,3,3,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,3000,3,0
9,16,1,2,0,10000,7,5,0,1,5,2,3,2,3,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,10000,2,0
5.5,16,0,1,1,8000,6,4,0,1,5,1,1,2,3,2,3,5500,4,3000,3,1500,3,5,2,4,4,4,4500,3,0
6.6,16,1,1,1,8000,6,4,0,1,5,1,3,3,4,3,4,5500,4,3500,3,1000,3,5,3,3,3,2,6000,3,0
11.5,16,1,2,0,15000,8,5,0,1,5,2,3,3,4,2,2,8000,5,4500,4,3000,2,5,4,5,1,1,15500,1,0
38.467,2,1,1,1,50000,11,5,1,5,1,1,3,3,4,4,4,16000,7,10000,6,4500,2,5,3,4,3,2,38000,2,0
0.663,2,0,1,0,1000,2,1,1,5,1,1,1,0,1,1,1,3500,2,1500,1,2000,3,5,3,2,1,3,1000,4,0
6.963,2,1,1,1,8000,6,4,1,5,1,1,3,2,3,3,4,7000,4,4500,4,1500,3,5,3,3,2,2,6500,3,0
2.8,16,0,2,0,3000,4,2,0,1,5,2,1,1,2,1,1,3000,2,1500,1,1500,3,5,3,3,2,2,2500,3,0
18.5,1,1,3,0,20000,9,5,1,5,1,3,3,2,3,3,2,11000,6,6000,5,4500,2,5,4,5,1,1,20500,1,0
3.867,16,1,2,0,5000,5,3,0,1,5,2,3,2,3,1,1,4000,3,2000,2,1500,3,5,3,4,1,1,4500,2,0
7.833,16,1,1,1,8000,6,4,0,1,5,1,3,3,4,3,4,5500,4,3500,3,1000,3,5,3,3,3,2,6000,3,0
3.667,16,1,1,0,5000,5,3,0,1,5,1,3,2,3,1,1,4000,3,2000,2,1500,3,5,3,4,1,1,4500,2,0
7.2,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
6.867,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
2.333,2,1,1,0,3000,4,2,1,5,1,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,3000,3,0
7.2,16,0,3,0,8000,6,4,0,1,5,3,1,1,2,1,1,5000,3,2500,2,2500,3,5,3,3,3,2,6000,3,0
7.667,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
9.367,16,1,2,0,10000,7,5,0,1,5,2,3,2,3,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,10000,2,0
4.8,16,1,3,0,5000,5,3,0,1,5,3,3,2,3,2,1,3500,2,2000,2,1000,3,5,3,3,2,2,4000,3,0
