LoanAmount,MonthlyIncome,CreditScore,LoanDuration,HistoricalDelinquencies,DebtToIncomeRatio,Age,EmploymentDuration,OtherLoans,Homeownership,target,date,uid
32566,5211,788,53,2,0.6615452702456417,25,3,9,0,1,2023-08,108465
15702,4548,664,25,5,0.5323908560050314,31,19,7,0,0,2023-09,108466
46196,7367,763,46,6,0.7170162488901752,31,12,6,0,1,2023-05,108467
20385,4781,660,57,9,0.3148955554197054,26,24,5,0,0,2023-07,108468
14336,9276,826,36,5,0.7785663964026255,47,14,7,0,1,2023-07,108469
36225,8363,796,58,1,0.7576200909696178,45,1,1,0,1,2023-05,108470
41021,8553,617,9,8,0.6115226919618313,67,26,3,0,1,2023-05,108471
8782,3037,810,34,1,0.42305079601053786,26,5,3,0,0,2023-06,108472
28341,8990,762,35,5,0.8380510293037999,22,7,6,0,1,2023-08,108473
29094,8438,583,18,8,0.6084402425824138,32,20,6,0,1,2023-05,108474
28866,6631,645,20,8,0.24734152468757503,60,26,2,0,0,2023-06,108475
24049,5664,670,25,1,0.9348900414725281,30,19,3,0,0,2023-08,108476
47719,3473,833,39,8,0.8141731491895137,58,26,0,0,1,2023-07,108477
35992,3058,808,33,7,0.6678441181461454,42,6,7,0,1,2023-05,108478
19567,5636,513,25,6,0.549460413826321,66,21,3,0,0,2023-09,108479
49451,9059,648,55,7,0.9679197584333525,20,18,4,0,1,2023-05,108480
8513,9642,750,30,9,0.8200164594123212,53,6,4,0,1,2023-05,108481
18335,9014,556,32,7,0.6279944538294693,50,11,0,0,0,2023-06,108482
49140,5614,846,35,0,0.7225231161471088,52,29,0,0,1,2023-05,108483
43590,5614,801,46,8,0.42460032138383935,66,29,6,0,1,2023-05,108484
19837,7999,846,25,5,0.3565727541991079,55,29,0,0,1,2023-07,108485
17122,7478,632,6,0,0.4186556378432629,55,3,8,0,0,2023-09,108486
39840,4411,669,40,0,0.43450887942618144,33,9,5,0,0,2023-07,108487
36007,3084,601,54,6,0.7917907605109686,56,3,0,0,0,2023-06,108488
46297,4533,605,48,9,0.31204883257538607,51,25,0,0,1,2023-09,108489
32684,6797,670,29,1,0.822069761374143,47,6,4,0,0,2023-05,108490
31393,5674,627,30,5,0.6187162506889698,20,24,2,0,0,2023-07,108491
27754,5873,749,45,4,0.5076584835014415,66,9,7,0,1,2023-06,108492
25799,9436,531,58,4,0.440316887674951,26,8,7,0,0,2023-06,108493
43727,6120,715,17,9,0.6105604836374041,35,27,9,0,1,2023-07,108494
14107,4090,761,16,5,0.45401477010403957,51,2,7,0,0,2023-07,108495
10993,5834,829,35,7,0.5435615939431897,43,19,5,0,1,2023-07,108496
35805,7224,743,18,4,0.7912122317458798,33,24,4,0,1,2023-09,108497
33114,5076,784,52,7,0.7007988050825205,66,16,4,0,1,2023-05,108498
42789,8664,789,30,4,0.7983859011785466,34,5,5,0,1,2023-08,108499
47942,6190,762,57,9,0.7703789517144977,20,10,5,0,1,2023-05,108500
21138,7787,836,30,5,0.8520579946583375,47,20,9,0,1,2023-07,108501
49527,9056,832,22,7,0.3613519677653703,38,22,8,0,1,2023-06,108502
14190,7228,813,17,1,0.996098399578641,26,12,6,0,0,2023-09,108503
31723,4208,584,56,6,0.5806163598972527,37,12,5,0,0,2023-08,108504
17886,6577,828,57,2,0.7745863504646966,66,29,9,0,1,2023-07,108505
21779,7741,544,16,8,0.7422001304010573,32,6,6,0,0,2023-09,108506
33174,9832,802,15,9,0.6529200676936228,37,14,2,0,1,2023-08,108507
34086,5581,832,22,6,0.9966529748846942,23,7,1,0,1,2023-09,108508
22322,8708,699,59,2,0.37385267970950925,69,21,9,0,1,2023-08,108509
47596,6787,700,50,7,0.5373830938232225,23,1,6,0,1,2023-05,108510
40278,3515,828,21,9,0.3021844473803456,46,14,2,0,1,2023-08,108511
23033,9141,667,57,1,0.34546837758603954,35,15,3,0,0,2023-09,108512
25074,8959,739,25,9,0.7703712508614133,33,13,1,0,1,2023-06,108513
8435,5212,785,54,7,0.20387414301062404,33,24,4,0,0,2023-08,108514
40969,5974,689,10,6,0.9118565210957204,26,1,4,0,1,2023-05,108515
33942,3932,570,46,4,0.7065475866149213,64,20,9,0,1,2023-07,108516
34059,4663,644,59,3,0.552724042973064,33,19,9,0,1,2023-05,108517
37826,3556,708,37,9,0.4650888857975405,61,19,0,0,1,2023-06,108518
35297,4671,707,32,9,0.301019238879933,64,6,3,0,1,2023-08,108519
48890,9823,721,9,0,0.9372500691631003,25,24,2,0,1,2023-05,108520
26322,3992,786,46,3,0.7698578600282084,62,5,6,0,1,2023-06,108521
40739,4628,662,53,5,0.4691143991408329,57,22,4,0,1,2023-08,108522
14719,4691,571,12,5,0.2567489435524964,46,28,5,0,0,2023-09,108523
19017,7852,739,51,1,0.4605462652328141,30,22,1,0,0,2023-06,108524
13314,4104,626,19,8,0.34770743584726677,50,28,0,0,0,2023-05,108525
33295,4270,584,44,0,0.8290186505849673,68,17,2,0,0,2023-06,108526
14628,5902,514,29,3,0.7756789478050878,22,15,9,0,0,2023-06,108527
47122,9636,747,53,3,0.5985285018583402,20,7,2,0,1,2023-08,108528
16492,7744,811,23,1,0.908672882472807,35,17,9,0,1,2023-09,108529
41113,4409,782,43,7,0.3445445505112672,63,12,6,0,1,2023-07,108530
20357,6646,501,44,1,0.5615724683467956,46,7,6,0,0,2023-06,108531
38329,8087,573,56,1,0.7684962431712965,65,29,9,0,1,2023-08,108532
25365,4330,563,45,1,0.25424187977494334,69,13,5,0,0,2023-05,108533
44029,7723,760,6,0,0.49814188871576875,22,8,3,0,0,2023-05,108534
6737,9768,846,22,4,0.6573318417457441,27,4,7,0,1,2023-08,108535
14096,9686,823,31,3,0.49344283098961894,69,8,9,0,1,2023-06,108536
24938,5054,738,56,1,0.5841591914182007,35,22,1,0,0,2023-06,108537
17682,9045,836,27,0,0.6864946794936575,66,16,6,0,1,2023-06,108538
32499,3953,840,44,0,0.494712491343668,21,16,0,0,0,2023-09,108539
49491,9658,778,23,1,0.2848114847379746,48,22,7,0,1,2023-06,108540
49866,4842,700,43,0,0.3115555978737059,35,11,4,0,0,2023-07,108541
46894,5802,792,33,8,0.6216031756433577,48,27,5,0,1,2023-06,108542
46034,9216,785,26,1,0.3397920205055178,50,9,5,0,1,2023-05,108543
5294,3009,720,43,2,0.9118669377151174,61,22,0,0,0,2023-07,108544
37536,8692,661,38,8,0.8673485480990608,30,28,6,0,1,2023-09,108545
29596,5609,682,35,4,0.4792256552048123,51,11,2,0,0,2023-06,108546
37649,3121,764,47,7,0.8647897375959439,43,5,1,0,1,2023-08,108547
16434,7782,631,13,6,0.626550264272876,38,10,6,0,0,2023-05,108548
43098,9105,821,35,5,0.32724074288235294,51,26,9,0,1,2023-06,108549
9655,5560,619,44,1,0.691369483633059,29,6,8,0,0,2023-05,108550
22493,6037,718,14,3,0.7435608937731253,68,16,3,0,0,2023-07,108551
8771,3440,659,38,8,0.2671132627761269,51,12,6,0,0,2023-09,108552
13563,5749,799,48,6,0.4515624723376306,42,8,4,0,0,2023-06,108553
22558,3590,608,34,2,0.20430719008953516,52,25,9,0,0,2023-08,108554
38932,4368,737,36,5,0.4531430426849011,49,26,9,0,1,2023-09,108555
47243,4989,792,8,7,0.468356266335399,49,29,6,0,1,2023-06,108556
31567,4361,566,55,7,0.7041669014232679,26,13,0,0,0,2023-06,108557
37376,6773,815,43,7,0.359234623719332,35,13,9,0,1,2023-05,108558
26922,8303,686,16,7,0.22407278938223413,62,16,8,0,1,2023-06,108559
17388,9210,535,10,9,0.45250762679462514,69,26,5,0,1,2023-08,108560
34332,5064,548,36,5,0.860495637007139,20,11,7,0,0,2023-09,108561
28495,8502,755,25,9,0.5193161644462609,49,24,8,0,1,2023-08,108562
13434,5415,606,9,2,0.5320750158672158,53,8,0,0,0,2023-05,108563
25991,5951,507,13,8,0.5752220502772818,53,23,4,0,0,2023-05,108564
32472,8435,735,47,2,0.8014310646479892,57,13,6,0,1,2023-08,108565
45030,8616,677,40,3,0.5840199139028575,50,1,7,0,1,2023-09,108566
31849,5768,741,18,9,0.27302620202942596,27,20,2,0,0,2023-08,108567
6541,6416,540,54,0,0.3651198396797197,39,20,7,0,0,2023-06,108568
7765,4576,744,10,1,0.35031789359406007,65,28,4,0,0,2023-05,108569
48074,8003,612,45,5,0.6062906547234685,48,19,0,0,1,2023-09,108570
42259,9616,755,24,0,0.22394357205218018,50,4,3,0,0,2023-05,108571
34283,3114,665,23,8,0.4268932868102109,40,28,1,0,0,2023-05,108572
40851,9243,841,38,7,0.6857559528345349,45,2,4,0,1,2023-07,108573
39625,9581,577,9,1,0.48372054042528134,50,19,3,0,0,2023-05,108574
5769,4368,706,23,1,0.7661697267350573,39,19,1,0,0,2023-06,108575
22806,9492,810,51,7,0.5129770694854323,41,10,6,0,1,2023-05,108576
29982,3138,695,29,7,0.9834060227022228,59,17,1,0,1,2023-09,108577
7972,7923,820,48,0,0.9722850296466514,45,23,1,0,1,2023-05,108578
23256,9467,563,34,4,0.839872571571673,36,20,3,0,1,2023-09,108579
43367,7941,639,36,1,0.963512422441209,44,8,4,0,1,2023-06,108580
23653,6373,541,33,0,0.3638225932941304,56,9,9,0,0,2023-09,108581
43043,9437,805,14,2,0.8007385326370722,46,18,2,0,1,2023-09,108582
26133,9076,708,50,2,0.45732690665556563,22,2,8,0,0,2023-07,108583
44339,8648,803,31,9,0.7802354551543391,43,18,9,0,1,2023-08,108584
30757,4315,572,54,8,0.4991147693065594,44,8,5,0,0,2023-06,108585
42840,3073,652,52,9,0.43153652779534846,69,2,7,0,1,2023-06,108586
47399,6846,634,7,0,0.967036076177328,29,22,4,0,1,2023-07,108587
49013,3483,763,11,1,0.36790835340467054,55,16,7,0,0,2023-09,108588
37069,7111,715,34,8,0.8068548756852503,61,5,9,0,1,2023-08,108589
19706,4549,708,31,4,0.7397377305636443,37,10,5,0,0,2023-05,108590
43231,4359,703,33,8,0.4427821134464514,64,9,6,0,1,2023-06,108591
32909,9936,609,12,5,0.5666744139938237,36,2,1,0,0,2023-09,108592
45218,4896,530,39,9,0.3143544767394634,33,16,5,0,1,2023-06,108593
16095,9659,511,50,9,0.9369668834965781,38,16,4,0,1,2023-06,108594
25343,8246,626,15,2,0.9744958412219444,37,17,7,0,1,2023-06,108595
31469,9967,812,53,7,0.7859704254010877,42,2,4,0,1,2023-05,108596
6313,9661,693,46,8,0.8795362750661038,27,26,6,0,1,2023-06,108597
12847,7224,639,45,1,0.26609394464105496,69,5,3,0,0,2023-09,108598
14166,3510,526,52,8,0.5071748943651132,35,8,1,0,0,2023-09,108599
14930,3422,545,27,3,0.46464889190577185,44,24,2,0,0,2023-07,108600
8285,5432,634,32,7,0.6519612524952552,62,2,9,0,0,2023-08,108601
40863,4906,816,44,4,0.34668423573934765,51,12,3,0,1,2023-07,108602
21704,7327,557,27,5,0.6507050565015982,68,13,2,0,0,2023-05,108603
23705,3958,512,24,3,0.7234922924612708,69,16,6,0,0,2023-08,108604
5555,3824,599,41,4,0.3058824734858102,38,5,4,0,0,2023-09,108605
26323,3064,548,14,0,0.30537656709235517,37,12,2,0,0,2023-06,108606
10432,7928,790,24,2,0.22833871187452087,51,15,2,0,0,2023-09,108607
6386,7710,593,7,3,0.8087139596993154,65,29,8,0,0,2023-09,108608
49007,6348,594,33,0,0.4648068294710438,68,2,8,0,0,2023-05,108609
15619,9124,644,44,2,0.38033636459584175,59,12,4,0,0,2023-09,108610
11854,3800,571,27,3,0.8224755160361832,34,23,1,0,0,2023-08,108611
47964,9063,509,56,8,0.3146045520716316,68,10,9,0,1,2023-07,108612
12637,3277,661,11,2,0.541746741677844,40,8,4,0,0,2023-06,108613
26225,9109,713,52,2,0.7958293404148218,30,21,3,0,1,2023-08,108614
31739,4717,503,12,3,0.6590658540697413,48,11,5,0,0,2023-09,108615
15618,5413,723,11,8,0.6432001147939386,51,12,9,0,1,2023-05,108616
41561,9659,528,38,8,0.32597072857282006,25,17,5,0,1,2023-07,108617
12373,4238,801,19,0,0.34474618226779286,38,29,5,0,0,2023-08,108618
40281,9582,702,6,7,0.666047035127793,35,7,6,0,1,2023-05,108619
25187,7523,576,30,9,0.21885348886452807,31,15,1,0,0,2023-09,108620
7327,9872,558,11,0,0.8952943911707283,34,19,3,0,0,2023-09,108621
37391,9539,695,33,1,0.48037664051277984,30,29,8,0,1,2023-08,108622
46577,8620,821,23,9,0.5332929736138616,58,2,4,0,1,2023-05,108623
23549,4486,606,32,4,0.4067458677860801,29,6,0,0,0,2023-09,108624
44220,7681,841,54,5,0.9013368794104826,56,2,5,0,1,2023-09,108625
12642,6298,508,7,1,0.714003258244724,68,14,4,0,0,2023-05,108626
19435,7470,519,45,9,0.5599267752280535,43,26,1,0,1,2023-07,108627
38760,8619,648,26,4,0.6682470365277929,55,8,2,0,1,2023-05,108628
43192,5995,516,28,2,0.5042956767803127,20,16,2,0,0,2023-05,108629
9381,3092,511,7,6,0.5724659826275298,65,19,6,0,0,2023-05,108630
36047,6531,581,21,0,0.48610575473142764,36,18,4,0,0,2023-06,108631
24558,8696,566,9,4,0.5285398353686683,33,24,8,0,0,2023-09,108632
35782,9464,632,39,2,0.4519812352075443,57,29,0,0,1,2023-05,108633
9782,8009,552,10,1,0.2621128620368176,44,13,2,0,0,2023-08,108634
30881,8441,705,54,2,0.22987702253053507,56,6,9,0,1,2023-09,108635
45228,4840,732,39,9,0.3392849634141909,54,29,7,0,1,2023-08,108636
34409,6527,553,27,3,0.4013101950629843,41,4,2,0,0,2023-09,108637
24462,8397,567,51,1,0.9123774884717459,66,21,2,0,1,2023-09,108638
7983,4621,790,25,1,0.6889989236184838,26,10,7,0,0,2023-08,108639
36933,4561,843,44,2,0.9666377356991929,30,15,9,0,1,2023-08,108640
7523,8849,668,52,1,0.4717174881565037,29,23,2,0,0,2023-05,108641
14677,4416,660,55,5,0.5213904030403496,33,12,1,0,0,2023-07,108642
15292,5964,514,18,1,0.7758025820718857,54,28,2,0,0,2023-07,108643
20089,7190,690,49,0,0.6623216621072243,65,20,1,0,0,2023-07,108644
9581,8875,514,39,7,0.6223040643056788,68,12,7,0,1,2023-07,108645
16907,8054,786,49,9,0.6604512332511403,55,27,4,0,1,2023-09,108646
10609,4130,509,11,3,0.6673082498211678,25,7,2,0,0,2023-09,108647
49143,4413,556,34,1,0.8125923393636252,24,6,7,0,0,2023-05,108648
27936,8879,698,38,3,0.7344656218520071,61,5,7,0,1,2023-07,108649
47725,6597,660,58,1,0.9658513989456545,26,19,3,0,1,2023-09,108650
38988,6744,762,6,4,0.9583704144451466,34,14,8,0,1,2023-07,108651
34506,5118,752,52,6,0.5375382797425836,40,1,0,0,0,2023-09,108652
18163,3663,618,53,5,0.22857808760952836,37,24,6,0,0,2023-06,108653
17537,8064,579,59,1,0.20885982577498183,20,11,4,0,0,2023-06,108654
27419,5634,623,12,3,0.29855472391030224,23,23,6,0,0,2023-06,108655
47578,5774,812,27,7,0.25991791911847645,30,22,9,0,1,2023-05,108656
14455,9511,571,37,6,0.4986928391766949,29,4,7,0,0,2023-09,108657
14063,9194,667,19,6,0.24229967910720235,64,21,2,0,0,2023-06,108658
5834,6969,783,56,3,0.6999312289096944,38,14,2,0,0,2023-06,108659
37214,8262,535,29,0,0.3521393807962218,61,21,0,0,0,2023-08,108660
32398,6490,811,24,6,0.6111722548556702,49,18,4,0,1,2023-07,108661
39492,4571,674,32,5,0.28246302610698815,69,6,7,0,0,2023-06,108662
7413,4523,698,28,7,0.8621832526626336,60,27,0,0,0,2023-09,108663
14505,3987,615,50,4,0.8239670625546529,60,5,1,0,0,2023-09,108664
42266,6238,814,26,7,0.5091897768411162,39,17,1,0,1,2023-09,108665
7105,9403,719,49,9,0.9284746660204672,46,25,9,0,1,2023-08,108666
7568,8321,565,34,7,0.34856051694830176,31,7,1,0,0,2023-08,108667
47098,6845,764,6,8,0.8511493641704291,33,11,4,0,1,2023-06,108668
42679,8304,633,36,0,0.6366843475013104,53,14,9,0,1,2023-05,108669
38560,9301,618,32,2,0.46366405463899246,61,2,6,0,1,2023-05,108670
19195,6693,621,49,5,0.2674887479340862,69,22,2,0,0,2023-08,108671
20762,3098,820,41,3,0.3370489011262008,57,17,0,0,0,2023-05,108672
46294,5288,586,32,7,0.89029008428455,21,2,8,0,1,2023-09,108673
20898,4514,788,20,9,0.6855088601533723,68,15,8,0,1,2023-08,108674
26577,7297,636,30,0,0.38967644671719964,51,7,3,0,0,2023-06,108675
6214,3633,552,53,4,0.5966823019644517,37,3,4,0,0,2023-06,108676
25803,7841,704,20,3,0.28626933586019354,69,23,3,0,0,2023-08,108677
28698,7585,847,45,0,0.2790739933348742,40,6,7,0,0,2023-09,108678
37980,3578,550,24,9,0.9262117213097347,65,21,0,0,1,2023-09,108679
6658,6959,826,52,5,0.5662850314103274,30,26,3,0,1,2023-08,108680
17270,9670,539,55,9,0.48925372316090954,49,9,3,0,1,2023-05,108681
42792,3272,749,16,2,0.9592574613154086,38,10,2,0,0,2023-09,108682
27301,8338,717,46,4,0.5192005428857358,67,21,3,0,1,2023-08,108683
10141,7881,678,38,5,0.4689937024428643,59,21,6,0,1,2023-09,108684
43756,6954,538,46,3,0.4183889369262739,69,8,4,0,0,2023-05,108685
18777,6927,682,28,9,0.6520502565976762,49,7,2,0,1,2023-08,108686
43346,3452,723,17,9,0.6467284738205692,54,1,5,0,1,2023-09,108687
34441,4175,663,7,5,0.21295534079756928,23,10,9,0,0,2023-06,108688
33469,9490,733,48,6,0.7232498591658454,40,18,8,0,1,2023-08,108689
8845,7911,692,26,1,0.830645682421163,24,16,2,0,0,2023-06,108690
49650,3413,584,19,6,0.6927716339443117,55,4,1,0,0,2023-06,108691
28290,4550,742,39,6,0.8959105106272303,46,9,8,0,1,2023-07,108692
35699,7526,672,20,1,0.42113308882934075,26,23,4,0,0,2023-09,108693
49252,9522,536,26,2,0.353583522214994,50,18,9,0,1,2023-05,108694
38146,7990,586,28,2,0.757822475055979,39,11,4,0,0,2023-09,108695
8293,9571,628,26,0,0.3508472817602619,44,12,6,0,0,2023-08,108696
49398,4946,693,55,0,0.2728839035002104,57,8,1,0,0,2023-06,108697
21608,8203,818,19,9,0.2772920548317295,44,1,9,0,1,2023-06,108698
5737,3191,542,26,5,0.8147147945805744,36,8,4,0,0,2023-07,108699
21619,3040,658,17,8,0.22298984133448352,65,5,7,0,0,2023-09,108700
17470,8983,604,47,8,0.43156536387135996,56,1,7,0,1,2023-05,108701
27372,4859,728,51,0,0.3033491279552615,34,3,9,0,0,2023-07,108702
21117,8892,716,59,6,0.8039281174396042,29,27,6,0,1,2023-05,108703
19779,4332,763,52,5,0.6027944684583872,53,13,4,0,0,2023-05,108704
34294,6449,548,10,3,0.36439393159813377,63,29,3,0,0,2023-08,108705
26630,3135,622,7,2,0.8003287189210138,62,29,1,0,0,2023-06,108706
45039,8909,802,27,8,0.8002932073105307,26,16,1,0,1,2023-05,108707
17178,7201,524,11,9,0.6184181176549206,58,23,2,0,0,2023-05,108708
24935,7614,630,49,4,0.4206798296441678,44,12,2,0,0,2023-06,108709
27784,4941,723,7,7,0.6690216794097773,58,7,6,0,1,2023-08,108710
28027,9957,598,34,3,0.9468240806033534,65,8,5,0,1,2023-08,108711
36008,4565,789,41,3,0.24130911010097505,63,11,0,0,0,2023-08,108712
6823,7221,696,12,5,0.4135598772974339,47,13,5,0,0,2023-06,108713
11852,9543,608,21,5,0.42797535631414246,61,11,4,0,0,2023-05,108714
18072,9222,847,38,2,0.7054493308679062,46,4,5,0,1,2023-09,108715
16133,3388,719,38,1,0.7209315173295578,56,6,7,0,0,2023-05,108716
20111,4558,763,19,8,0.3650523159549708,58,28,0,0,0,2023-06,108717
37312,8820,707,48,1,0.3728804781300086,57,23,5,0,1,2023-06,108718
29161,5121,818,17,8,0.9425701476153356,47,24,3,0,1,2023-06,108719
44287,4028,581,48,7,0.8050390541302488,53,19,8,0,1,2023-08,108720
6777,9038,524,11,9,0.9474157588253755,48,21,9,0,1,2023-05,108721
29014,6534,685,17,6,0.8637303905301588,64,8,7,0,1,2023-07,108722
19772,3081,507,58,4,0.5216943842109588,67,6,6,0,0,2023-08,108723
49627,8656,623,36,2,0.29752610947613456,27,17,2,0,0,2023-09,108724
23161,3775,648,17,1,0.7036402930053902,32,18,8,0,0,2023-06,108725
47264,6038,597,15,7,0.4815928498061235,65,3,2,0,1,2023-06,108726
12490,7373,715,45,1,0.5403295924734548,56,12,5,0,0,2023-06,108727
46661,5887,600,32,7,0.5407037927552466,22,15,1,0,0,2023-07,108728
29502,4878,717,57,4,0.9492156973313703,33,7,7,0,1,2023-06,108729
40757,5271,758,56,8,0.2550899353540749,51,13,0,0,1,2023-06,108730
46111,4607,510,12,3,0.35448300917579073,42,10,0,0,0,2023-06,108731
37737,6139,558,51,7,0.6863542968119538,42,19,7,0,1,2023-08,108732
22709,3605,749,41,6,0.9070064527095147,32,9,8,0,1,2023-06,108733
49682,9162,639,38,7,0.9343541214959927,68,25,9,0,1,2023-09,108734
13998,7735,834,32,4,0.6469543412119442,60,28,8,0,1,2023-06,108735
33906,6414,537,13,1,0.22764897506751736,58,12,7,0,0,2023-08,108736
40490,6665,621,10,6,0.49030482747157916,69,28,9,0,1,2023-09,108737
9656,8885,564,13,2,0.9350666337381432,40,11,7,0,0,2023-09,108738
41901,8852,645,45,9,0.5999552687784739,62,24,3,0,1,2023-07,108739
30735,8462,801,26,9,0.7812906233467873,67,25,7,0,1,2023-05,108740
34092,5144,624,29,9,0.41535473635959574,50,8,6,0,1,2023-09,108741
6242,7270,811,12,9,0.2200055762687245,69,9,8,0,1,2023-05,108742
46307,6765,690,24,1,0.6626881489825793,26,4,9,0,1,2023-09,108743
6831,4376,762,36,2,0.8679848035491364,55,20,7,0,0,2023-08,108744
33511,6462,795,41,3,0.9922149575120478,38,5,9,0,1,2023-09,108745
12246,3347,681,32,9,0.8773016862710981,41,7,1,0,0,2023-08,108746
36467,3000,658,34,6,0.6431954898569003,43,9,7,0,1,2023-09,108747
23302,3062,807,28,9,0.6869820710404304,43,4,7,0,1,2023-07,108748
8232,4783,786,25,0,0.8593312318969326,40,23,9,0,0,2023-06,108749
41526,6814,661,11,5,0.21584855746209294,62,12,9,0,1,2023-06,108750
43765,3225,762,17,5,0.9613154785555715,32,12,8,0,1,2023-06,108751
15972,9566,716,55,7,0.6249769966785852,25,6,2,0,1,2023-07,108752
39592,4042,680,17,1,0.9616417955919367,47,13,7,0,1,2023-09,108753
15683,9174,590,55,1,0.8116145332646652,51,9,7,0,1,2023-07,108754
28664,3844,516,8,0,0.3218541428917611,32,25,9,0,0,2023-08,108755
41828,5680,624,47,2,0.33220785171170186,53,9,3,0,0,2023-06,108756
38172,7119,759,44,6,0.48291678081017064,51,21,4,0,1,2023-09,108757
23105,9980,713,40,7,0.41119041754863783,33,3,1,0,1,2023-06,108758
26700,4234,738,24,6,0.5514390074380211,51,13,5,0,0,2023-05,108759
16017,4984,679,50,8,0.6831230967003119,64,6,9,0,1,2023-08,108760
41613,7256,671,9,7,0.5492635995893933,24,18,8,0,1,2023-09,108761
25594,4278,642,36,7,0.24513646776577502,54,23,2,0,0,2023-06,108762
16384,4594,816,47,1,0.9805052921207218,23,14,5,0,0,2023-07,108763
35348,9257,743,43,0,0.5400977073610798,33,29,7,0,1,2023-07,108764
21448,5551,731,38,5,0.8808600034573764,37,23,1,0,1,2023-06,108765
14491,4952,671,11,6,0.2591634338089217,30,2,9,0,0,2023-09,108766
18112,4695,776,13,5,0.8480519037733456,38,6,0,0,0,2023-08,108767
36021,3954,576,33,6,0.338723710169044,21,20,5,0,0,2023-07,108768
49553,6291,802,20,7,0.7435239543975698,53,7,2,0,1,2023-07,108769
5968,3356,830,36,1,0.7294453570040722,22,8,1,0,0,2023-05,108770
5368,9312,548,13,0,0.9278453746134876,48,10,9,0,0,2023-08,108771
13424,6595,747,59,9,0.4565413442805909,42,13,7,0,1,2023-09,108772
40010,3968,782,11,7,0.28716780793251406,67,27,8,0,1,2023-08,108773
40851,3241,786,34,7,0.8916526530079003,20,1,6,0,1,2023-07,108774
30496,6446,531,56,7,0.46526202371229375,61,5,8,0,1,2023-05,108775
35936,7234,657,51,9,0.38602703124837545,25,25,6,0,1,2023-09,108776
18322,5144,517,39,6,0.5889668895906901,36,2,2,0,0,2023-06,108777
6469,3146,562,12,1,0.3169085520094319,38,4,0,0,0,2023-06,108778
42493,8176,627,45,3,0.4375706824575753,63,24,0,0,1,2023-07,108779
9259,8161,515,15,8,0.5082245072517224,67,12,4,0,0,2023-07,108780
41390,3542,662,18,7,0.4218042347928555,21,5,8,0,0,2023-09,108781
15292,3691,750,27,3,0.5602076005944656,34,24,9,0,0,2023-05,108782
31841,4025,636,26,7,0.5077205378272998,42,15,5,0,0,2023-08,108783
33365,7050,817,57,9,0.8196728248884797,38,10,1,0,1,2023-05,108784
22207,7005,794,6,5,0.9347269415397679,52,26,5,0,1,2023-06,108785
41199,6359,678,46,8,0.28073857339828207,25,17,3,0,1,2023-08,108786
27912,8257,728,47,0,0.858642034755353,69,14,8,0,1,2023-09,108787
41919,8736,679,57,5,0.9454169661615486,38,7,9,0,1,2023-07,108788
41981,5951,571,7,3,0.7492905167749406,49,22,2,0,0,2023-08,108789
20235,3729,817,57,2,0.9971357409365507,41,2,6,0,1,2023-09,108790
46757,9474,582,34,4,0.46803439973191363,22,23,9,0,1,2023-09,108791
38547,9760,635,16,9,0.8642479532679723,24,3,7,0,1,2023-06,108792
48810,7499,717,42,7,0.7389620037415112,49,4,1,0,1,2023-06,108793
24276,5555,608,55,9,0.4587430297579661,22,16,9,0,1,2023-08,108794
36923,9035,618,12,5,0.7637411868082762,58,16,6,0,1,2023-08,108795
10534,4150,517,40,0,0.6076974712460463,58,27,4,0,0,2023-06,108796
31469,4735,831,35,5,0.3511791126376981,47,22,0,0,0,2023-06,108797
41074,4038,653,21,6,0.3391037459275702,20,3,6,0,0,2023-08,108798
40670,9369,510,20,5,0.7707190774126784,41,17,9,0,1,2023-07,108799
37563,5912,637,45,2,0.7695443698533868,64,26,7,0,1,2023-05,108800
41486,7840,561,25,8,0.6246190087691468,64,17,0,0,1,2023-08,108801
5021,5540,570,33,9,0.6011325338221978,66,22,3,0,0,2023-08,108802
39268,7414,560,42,9,0.3440307565510895,58,20,3,0,1,2023-06,108803
46802,4242,631,8,3,0.5434288984034439,36,7,4,0,0,2023-09,108804
20799,3772,560,34,4,0.8971180168248809,61,25,4,0,0,2023-05,108805
31336,4916,768,42,4,0.8837818448761208,47,8,3,0,1,2023-07,108806
8641,6412,511,14,2,0.728735121446479,69,19,0,0,0,2023-09,108807
26596,5499,534,32,1,0.9978853423757865,49,7,8,0,0,2023-05,108808
37959,6440,550,37,7,0.9145426773516965,59,1,4,0,1,2023-05,108809
18306,8039,542,53,6,0.3161843388544816,27,16,0,0,0,2023-06,108810
13587,9991,727,51,4,0.5193091224749624,46,18,2,0,1,2023-06,108811
36359,9110,610,55,0,0.3055499878074195,60,25,0,0,0,2023-06,108812
26498,6545,821,44,9,0.5728716931433625,64,26,6,0,1,2023-09,108813
9662,4213,514,36,0,0.8211062597958656,44,8,9,0,0,2023-06,108814
42094,5931,676,52,7,0.3246309679430076,32,7,9,0,1,2023-05,108815
46833,3418,661,31,3,0.9043376259359228,53,27,9,0,1,2023-09,108816
32197,6781,538,45,3,0.655246041232405,58,10,6,0,0,2023-07,108817
25719,7960,525,8,8,0.7991555638377961,26,2,5,0,0,2023-08,108818
29665,3788,611,16,1,0.23612464968608027,41,15,8,0,0,2023-06,108819
48239,4871,550,57,4,0.2750705226806974,52,14,6,0,0,2023-09,108820
30032,7590,597,34,5,0.6966889491181283,65,2,4,0,1,2023-06,108821
